,channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber,e_m_lower,e_m_upper,e_y_lower,e_y_upper,age,v_per_view,age_cate
1786,Nonprofit,US,2009-06-23,$19.9K - $318.3K,$238.7K - $3.8M,A,2.0,505436,16685411,127135,3026586903,11,79575300,TEDx Talks,19900.0,318300.0,238700.0,3800000.0,9,23806.08725370669,2
1787,People,,2009-10-20,$7K - $112.3K,$84.2K - $1.3M,B+,15.0,52723,990312,607,491878474,9,28063350,AttitudePOP,7000.0,112300.0,84200.0,1300000.0,9,810343.449752883,2
1788,People,,2018-05-15,$6.5K - $104.8K,$78.6K - $1.3M,B+,15.0,59949,842463,385,299012599,17,26188770,Cocho Late TV ツ,6500.0,104800.0,78600.0,1300000.0,0,776656.1012987013,0
1789,People,DO,2011-09-12,$4.9K - $77.7K,$58.3K - $932.6K,B+,-14.0,37666,696883,58,141783447,98,19430160,Musicologo The Libro,4900.0,77700.0,58300.0,932600.0,7,2444542.1896551726,1
1790,People,JP,2013-11-01,$6.5K - $103.7K,$77.8K - $1.2M,B+,83.0,28556,1625664,1170,993951209,57,25937160,Kids Of Ninja,6500.0,103700.0,77800.0,1200000.0,5,849530.9478632478,1
1791,People,,2013-09-14,$8.6K - $138.1K,$103.6K - $1.7M,B+,12.0,110814,1525440,546,415317071,1,34518900,KINGOFDARKNESSCERBERUS АИД,8600.0,138100.0,103600.0,1700000.0,5,760653.9761904762,1
1792,People,,2017-06-28,$7K - $111.4K,$83.5K - $1.3M,B+,48.0,231904,1116925,178,117280453,49,27837540,Christian Merck Grey,7000.0,111400.0,83500.0,1300000.0,1,658878.9494382022,0
1793,People,US,2010-02-15,$6.9K - $110.3K,$82.7K - $1.3M,B+,17.0,134471,10890958,993,2483665198,11,27574380,CaseyNeistat,6900.0,110300.0,82700.0,1300000.0,8,2501173.4118831824,1
1794,People,TR,2017-04-11,$8.4K - $133.9K,$100.5K - $1.6M,B+,18.0,267862,2521807,164,271258371,20,33483600,Deli Mi Ne?,8400.0,133900.0,100500.0,1600000.0,1,1654014.4573170731,0
1795,People,GB,2017-06-29,$9.3K - $149.4K,$112K - $1.8M,B+,-4.0,154878,2008461,254,431203548,0,37346700,Classic Mr Bean,9300.0,149400.0,112000.0,1800000.0,1,1697651.7637795275,0
1796,People,KR,2015-02-10,$7.3K - $116.2K,$87.2K - $1.4M,B+,272.0,229290,359001,543,48169250,384,29057400,유디티TV,7300.0,116200.0,87200.0,1400000.0,3,88709.48434622468,0
1797,People,BR,2014-11-28,$0 - $0,$0 - $0,B+,-88.0,1268,328951,62,15606053,-515,-4249890,Natália Lima,0.0,0.0,0.0,0.0,4,251710.53225806452,1
1798,People,SA,2015-05-29,$9.6K - $154.2K,$115.7K - $1.9M,B+,7.0,183145,2096506,332,457607999,-17,38556900,عصابة بدر Badr_Family,9600.0,154200.0,115700.0,1900000.0,3,1378337.346385542,0
1799,People,IN,2016-12-03,$7.7K - $123.8K,$92.8K - $1.5M,B+,32.0,97492,1941904,842,525656240,19,30937800,COMEDY SONOTEK,7700.0,123800.0,92800.0,1500000.0,2,624294.8218527316,0
1800,People,US,2013-11-12,$11.6K - $184.9K,$138.7K - $2.2M,B+,-14.0,187853,4810003,99,314417591,29,46224900,Patty Mayo,11600.0,184900.0,138700.0,2200000.0,5,3175935.262626263,1
1801,People,TH,2018-01-20,$8.1K - $128.9K,$96.7K - $1.5M,B+,13.0,259358,3145675,136,278265031,34,32224500,PEACH EAT LAEK,8100.0,128900.0,96700.0,1500000.0,1,2046066.4044117648,0
1802,People,TH,2016-07-23,$7.6K - $121K,$90.7K - $1.5M,B+,20.0,99991,835433,166,238198139,26,30241500,Fairy Doll TV,7600.0,121000.0,90700.0,1500000.0,2,1434928.5481927712,0
1803,People,BR,2015-04-24,$3.9K - $62.7K,$47K - $752.3K,B+,15.0,63251,65564,754,16469087,6,15672720,reinaldo mendes,3900.0,62700.0,47000.0,752300.0,3,21842.290450928384,0
1804,People,ID,2015-12-23,$7.8K - $125.4K,$94K - $1.5M,B+,11.0,52661,570052,1275,385766774,11,31340400,Elta Record,7800.0,125400.0,94000.0,1500000.0,3,302562.17568627454,0
1805,People,UA,2016-02-08,$11.2K - $179.6K,$134.7K - $2.2M,B+,-38.0,124799,1173945,142,325015561,-21,44890200,* KIDS Daisy Best,11200.0,179600.0,134700.0,2200000.0,2,2288841.9788732394,0
1806,People,,2016-04-30,$8.5K - $135.3K,$101.5K - $1.6M,B+,-1.0,59596,840848,40,397323455,28,33824100,PugPiano,8500.0,135300.0,101500.0,1600000.0,2,9933086.375,0
1807,People,IN,2015-12-01,$10.1K - $161.8K,$121.3K - $1.9M,B+,-2.0,120749,2302542,12549,1075158456,-21,40446600,Saas Bahu Aur Betiyaan,10100.0,161800.0,121300.0,1900000.0,3,85676.82333253646,0
1808,People,AE,2014-11-21,$8.5K - $135.3K,$101.4K - $1.6M,B+,14.0,54574,1451477,3167,1179276920,2,33813900,Golden Line for TV Production and…,8500.0,135300.0,101400.0,1600000.0,4,372364.0416798232,1
1809,People,TR,2018-06-01,$10.2K - $162.5K,$121.9K - $2M,B+,-45.0,52690,1249189,513,619091717,-48,40627500,Erkenci Kuş,10200.0,162500.0,121900.0,2000000.0,0,1206806.4658869395,0
1810,People,,2015-04-15,$6.3K - $101.1K,$75.8K - $1.2M,B+,287.0,34947,204317,221,111884406,1,25275810,Big Bang Theory,6300.0,101100.0,75800.0,1200000.0,3,506264.2805429864,0
1811,People,ES,2017-01-09,$7K - $111.6K,$83.7K - $1.3M,B+,,0,404016,2420,220853616,23,27888030,Periodico VIRAL,7000.0,111600.0,83700.0,1300000.0,2,91261.82479338843,0
1812,People,US,2017-08-26,$9K - $144.4K,$108.3K - $1.7M,B+,133.0,185100,273458,88,53664739,118,36111300,Survival skills Anywhere,9000.0,144400.0,108300.0,1700000.0,1,609826.5795454546,0
1813,People,JP,2007-07-25,$8.8K - $140.6K,$105.5K - $1.7M,B+,-15.0,50473,1559963,1222,2129468987,16,35160000,kougeisha,8800.0,140600.0,105500.0,1700000.0,11,1742609.645662848,2
1814,People,,2018-04-06,$8.3K - $132.1K,$99K - $1.6M,B+,-25.0,101602,265289,5,60645424,40,33015600,Lunay,8300.0,132100.0,99000.0,1600000.0,0,12129084.8,0
1815,People,MX,2016-12-12,$17.2K - $275.5K,$206.6K - $3.3M,B+,181.0,72808,188614,100,153515623,112,68866800,Amazon Prime Video Mexico,17200.0,275500.0,206600.0,3300000.0,2,1535156.23,0
1816,People,,2014-07-14,$7.7K - $123.4K,$92.5K - $1.5M,B+,-5.0,212540,3959451,210,871519353,-23,30837600,RE -research,7700.0,123400.0,92500.0,1500000.0,4,4150092.157142857,1
1817,People,ID,2010-10-03,$13.4K - $214.4K,$160.8K - $2.6M,B+,26.0,321848,934507,630,142522415,73,53608800,Bobby Stuntrider,13400.0,214400.0,160800.0,2600000.0,8,226226.05555555556,1
1818,People,US,2016-11-29,$8.6K - $137.9K,$103.4K - $1.7M,B+,128.0,202407,2928013,383,468901498,108,34481700,Kyler and Mad,8600.0,137900.0,103400.0,1700000.0,2,1224285.8955613577,0
1819,People,US,2015-03-16,$8.7K - $139.8K,$104.9K - $1.7M,B+,11.0,80754,1544772,680,630095595,18,34953300,Gym4u,8700.0,139800.0,104900.0,1700000.0,3,926611.1691176471,0
1820,People,PK,2015-11-19,$8.7K - $138.5K,$103.9K - $1.7M,B+,-3.0,152882,1995485,3322,494574268,0,34620300,Kch Multimedia Naat,8700.0,138500.0,103900.0,1700000.0,3,148878.4671884407,0
1821,People,US,2015-09-09,$8.7K - $139.7K,$104.8K - $1.7M,B+,5.0,107801,4044705,207,219204842,22,34935900,Vania Mania Kids,8700.0,139700.0,104800.0,1700000.0,3,1058960.5893719806,0
1822,People,IN,2015-07-21,$8.5K - $136.4K,$102.3K - $1.6M,B+,-14.0,375168,2998939,99,253475401,270,34087500,Girliyapa,8500.0,136400.0,102300.0,1600000.0,3,2560357.585858586,0
1823,People,BR,2016-11-01,$7.8K - $124.8K,$93.6K - $1.5M,B+,14.0,112586,2404096,85,658000320,29,31196400,Galinha Pintadinha Mini,7800.0,124800.0,93600.0,1500000.0,2,7741180.235294118,0
1824,People,AR,2016-11-25,$10.6K - $169.7K,$127.3K - $2M,B+,0.0,91730,864433,25,366556025,1,42432600,Damas Gratis Oficial,10600.0,169700.0,127300.0,2000000.0,2,14662241.0,0
1825,People,BR,2007-05-10,$8.1K - $129.2K,$96.9K - $1.5M,B+,16.0,111967,6229348,1433,2004350734,12,32290200,Flavia Calina,8100.0,129199.99999999999,96900.0,1500000.0,11,1398709.5143056526,2
1826,People,,2014-01-07,$8.2K - $130.8K,$98.1K - $1.6M,B+,23.0,90883,449068,154,163811723,36,32710200,Family Box VLOG,8200.0,130800.00000000001,98100.0,1600000.0,5,1063712.487012987,1
1827,People,,2016-07-02,$4.3K - $68.9K,$51.7K - $826.6K,B+,,0,0,159,22053970,-200,17220210,Upasana sketch and art (Usa),4300.0,68900.0,51700.0,826600.0,2,138704.21383647798,0
1828,People,VN,2016-05-10,$6K - $95.7K,$71.8K - $1.1M,B+,28.0,3666,61164,118,104006452,269,23936940,Abbott Nutrition Vietnam,6000.0,95700.0,71800.0,1100000.0,2,881410.6101694915,0
1829,People,,2011-04-27,$8.9K - $142.9K,$107.2K - $1.7M,B+,128.0,78509,356781,169,190056925,75,35725200,Fabricio Moreira,8900.0,142900.0,107200.0,1700000.0,7,1124597.1893491123,1
1830,People,US,2013-03-05,$8.2K - $131K,$98.2K - $1.6M,B+,543.0,144978,2322425,35,33396634,60,32737800,MATCH OF THE DAY,8200.0,131000.0,98200.0,1600000.0,5,954189.5428571429,1
1831,People,SA,2016-09-08,$8.9K - $142.7K,$107K - $1.7M,B+,34.0,64182,1102325,363,322620827,47,35672700,skysoul سكاي سول l,8900.0,142700.0,107000.0,1700000.0,2,888762.608815427,0
1832,People,KH,2015-11-08,$8.6K - $138.1K,$103.6K - $1.7M,B+,31.0,91274,1058246,690,394005113,15,34518300,Sunday Production Official,8600.0,138100.0,103600.0,1700000.0,3,571021.9028985507,0
1833,People,,2017-11-03,$7.8K - $124.2K,$93.1K - $1.5M,B+,192.0,85583,325814,278,111998255,175,31047600,Tus Series Favoritas,7800.0,124200.0,93100.0,1500000.0,1,402871.42086330935,0
1834,People,IN,2017-02-18,$8.6K - $138.2K,$103.6K - $1.7M,B+,37.0,261382,453898,6,50239226,137,34541400,Ruhaan Arshad official,8600.0,138200.0,103600.0,1700000.0,1,8373204.333333333,0
1835,People,BR,2009-08-29,$9.1K - $146K,$109.5K - $1.8M,B+,10.0,90129,2641597,552,813250199,31,36508500,Gabriela Almeida,9100.0,146000.0,109500.0,1800000.0,9,1473279.3460144927,2
1836,People,TW,2014-01-05,$10.2K - $163.7K,$122.8K - $2M,B+,15.0,19583,559305,50893,1021953092,32,40921800,SETN三立新聞網,10200.0,163700.0,122800.0,2000000.0,5,20080.425441612795,1
1837,People,,2018-07-11,$8.4K - $134.4K,$100.8K - $1.6M,B+,-20.0,78832,664461,432,269534518,-12,33591000,Cocho Late TV Plus,8400.0,134400.0,100800.0,1600000.0,0,623922.4953703703,0
1838,People,,2018-07-09,$10K - $160K,$120K - $1.9M,B+,16.0,107138,546568,191,171420958,36,39994800,Suman Kumar,10000.0,160000.0,120000.0,1900000.0,0,897491.9267015706,0
1839,People,US,2015-12-29,$10.2K - $162.8K,$122.1K - $2M,B+,-237.0,257047,280387,28,44177249,-1,40693800,Pionmo Candy Show,10200.0,162800.0,122100.0,2000000.0,3,1577758.892857143,0
1840,People,VN,2014-05-21,$8.5K - $135.9K,$101.9K - $1.6M,B+,30.0,86992,3077111,3184,1403405825,21,33963900,TXT,8500.0,135900.0,101900.0,1600000.0,4,440768.16111809044,1
1841,People,MA,2015-12-29,$8.3K - $133.4K,$100.1K - $1.6M,B+,57.0,363706,738904,53,61436318,79,0,الطريق إلى الجنة Road to Heaven,8300.0,133400.0,100100.0,1600000.0,3,1159175.8113207547,0
1842,People,JO,2016-07-08,$4.9K - $78.2K,$58.6K - $937.9K,B+,42.0,4413,303831,70,79992823,611,19539630,ميوزك ستايل - music style,4900.0,78200.0,58600.0,937900.0,2,1142754.6142857142,0
1843,People,US,2016-01-11,$10.7K - $170.7K,$128K - $2M,B+,42.0,82555,498464,621,213208419,61,42677400,Carlaylee HD,10700.0,170700.0,128000.0,2000000.0,3,343330.78743961354,0
1844,People,IN,2015-12-28,$9K - $143.9K,$107.9K - $1.7M,B+,40.0,93423,1068700,433,393581752,56,35967600,Tarang Cine Productions,9000.0,143900.0,107900.0,1700000.0,3,908964.7852193995,0
1845,People,,2017-11-25,$10.7K - $171.1K,$128.3K - $2.1M,B+,-29.0,97632,902317,182,304107866,-3,42779100,نايف&نواف /naif.nawaf,10700.0,171100.0,128300.00000000001,2100000.0,1,1670922.3406593406,0
1846,People,IN,2014-07-22,$11.4K - $182.6K,$136.9K - $2.2M,B+,23.0,250868,2003326,81,327820978,61,45645900,MyMissAnand,11400.0,182600.0,136900.0,2200000.0,4,4047172.5679012346,1
1847,People,KR,2014-05-01,$13.4K - $215.2K,$161.4K - $2.6M,B+,111.0,238015,666489,110,157146624,114,53798100,로미유 스토리[Romiyu Story],13400.0,215200.0,161400.0,2600000.0,4,1428605.6727272726,1
1848,People,UA,2016-07-25,$0 - $0,$0 - $0,B+,97.0,82276,1615718,115,366104774,-163,-10231740,DenLion,0.0,0.0,0.0,0.0,2,3183519.7739130436,0
1849,People,BR,2015-01-22,$9.9K - $159K,$119.3K - $1.9M,B+,62.0,161916,1881434,1173,509050752,64,39751500,Somos 5inco,9900.0,159000.0,119300.0,1900000.0,4,433973.3606138107,1
1850,People,HK,2017-03-04,$8.9K - $143K,$107.3K - $1.7M,B+,83.0,69091,160579,31,85343792,200,35754900,Shadow Music,8900.0,143000.0,107300.0,1700000.0,1,2753025.5483870967,0
1851,People,,2016-01-11,$11.4K - $181.8K,$136.4K - $2.2M,B+,3.0,59201,2269037,422,1594868681,10,45460800,Fizzy Fun Toys,11400.0,181800.0,136400.0,2200000.0,3,3779309.6706161136,0
1852,People,,2014-10-26,$6.6K - $106.3K,$79.7K - $1.3M,B+,282.0,48139,207891,1071,116053034,313,26577120,#Vivih Pink Love MLP oficial :3,6600.0,106300.0,79700.0,1300000.0,4,108359.50887021475,1
1853,People,US,2016-03-28,$6.9K - $109.9K,$82.4K - $1.3M,B+,59.0,112468,1314919,26,246353602,-313,27463740,Romka TV,6900.0,109900.0,82400.0,1300000.0,2,9475138.538461538,0
1854,People,,2013-12-14,$11.1K - $177.2K,$132.9K - $2.1M,B+,25.0,173747,4428318,508,1119821441,21,44304300,Alex Boyko,11100.0,177200.0,132900.0,2100000.0,5,2204372.9153543306,1
1855,People,KW,2017-05-08,$11.7K - $186.6K,$140K - $2.2M,B+,5.0,126816,2326470,1078,811818698,-1,46651800,naarkw نار,11700.0,186600.0,140000.0,2200000.0,1,753078.5695732839,0
1856,People,US,2014-09-05,$11.6K - $185.7K,$139.3K - $2.2M,B+,13.0,150272,2856226,117,608956613,20,46436700,FAM JAM,11600.0,185700.0,139300.0,2200000.0,4,5204757.376068376,1
1857,People,CH,2016-06-06,$9.6K - $153.4K,$115K - $1.8M,A-,-23.0,128916,4047011,89,1251009309,14,38341200,Funny Vines,9600.0,153400.0,115000.0,1800000.0,2,14056284.370786516,0
1858,People,TR,2015-01-28,$11.2K - $179.7K,$134.7K - $2.2M,A-,147.0,56508,301240,4755,285556866,121,44914200,Söylemezsem Olmaz,11200.0,179700.0,134700.0,2200000.0,3,60054.020189274444,0
1859,People,,2014-08-17,$9.7K - $154.9K,$116.2K - $1.9M,A-,28.0,50440,1192077,2039,1048484415,23,38729700,Tiny Treasures and Toys,9700.0,154900.0,116200.0,1900000.0,4,514215.0147130946,1
1860,People,,2017-02-01,$9.5K - $151.6K,$113.7K - $1.8M,A-,156.0,448285,3739177,70,282819508,70,37908600,It's Mamix,9500.0,151600.0,113700.0,1800000.0,1,4040278.685714286,0
1861,People,BR,2014-08-26,$7.2K - $116K,$87K - $1.4M,A-,8.0,208880,4250380,395,1199095805,-17,28997820,Canal da Lelê,7200.0,116000.0,87000.0,1400000.0,4,3035685.582278481,1
1862,People,,2011-07-19,$11.4K - $182.3K,$136.7K - $2.2M,A-,17.0,58132,672453,629,658526607,11,45582300,Danieli Trabelsi,11400.0,182300.0,136700.0,2200000.0,7,1046942.1414944356,1
1863,People,MA,2016-12-01,$13.1K - $209.3K,$156.9K - $2.5M,A-,-41.0,137436,1307787,175,206178592,0,52314300,اليكي الحل,13100.0,209300.0,156900.0,2500000.0,2,1178163.382857143,0
1864,People,,2015-12-08,$8.8K - $141.3K,$106K - $1.7M,A-,72.0,80259,648602,927,550241956,54,35325300,玩乐三分钟,8800.0,141300.0,106000.0,1700000.0,3,593572.7680690399,0
1865,People,ID,2015-01-21,$11K - $176.5K,$132.4K - $2.1M,A-,-90.0,3951,252252,283,679095869,0,44125200,SHOPEE Indonesia,11000.0,176500.0,132400.0,2100000.0,4,2399632.045936396,1
1866,People,US,2016-02-11,$11.5K - $184.5K,$138.4K - $2.2M,A-,,0,291948,3305,268698491,51,46136700,FG For Art Production فادي غازي…,11500.0,184500.0,138400.0,2200000.0,2,81300.60242057488,0
1867,People,TH,2015-07-10,$12.1K - $193.5K,$145.1K - $2.3M,A-,-5.0,108333,2854094,630,1337253389,-4,48374400,Lovely Kids Thailand,12100.0,193500.0,145100.0,2300000.0,3,2122624.426984127,0
1868,People,IN,2014-11-29,$6K - $95.7K,$71.8K - $1.1M,A-,1.0,95256,245977,1901,74423867,1,23932050,AMAR 2020,6000.0,95700.0,71800.0,1100000.0,4,39149.85113098369,1
1869,People,US,2015-11-14,$10.4K - $166.7K,$125K - $2M,A-,-45.0,215386,1257926,133,147530149,6,41682300,Robby,10400.0,166700.0,125000.0,2000000.0,3,1109249.2406015038,0
1870,People,,2015-06-24,$10.7K - $171.8K,$128.8K - $2.1M,A-,68.0,7232,36438,2936,187899841,97,42940500,Sass LiRek 12,10700.0,171800.0,128800.00000000001,2100000.0,3,63998.58344686648,0
1871,People,TH,2014-11-03,$9.2K - $147.2K,$110.4K - $1.8M,A-,28.0,82632,2758286,3247,2042900821,56,36792600,Dek Jew Chill Out,9200.0,147200.0,110400.0,1800000.0,4,629165.6362796427,1
1872,People,TH,2011-08-26,$12.5K - $200.6K,$150.4K - $2.4M,A-,329.0,17101,575050,897,697761638,23,50146800,Samsung Thailand,12500.0,200600.0,150400.0,2400000.0,7,777883.6544035674,1
1873,People,MX,2012-06-03,$12.2K - $194.9K,$146.2K - $2.3M,A-,-17.0,326998,12093856,275,2101519799,2,48726300,ExtraPolinesios,12200.0,194900.0,146200.0,2300000.0,6,7641890.178181818,1
1874,People,UA,2017-10-18,$15.1K - $242.2K,$181.6K - $2.9M,A-,,0,315498,153,201556800,68,60539400,Ali BabaGo,15100.0,242200.0,181600.0,2900000.0,1,1317364.705882353,0
1875,People,IQ,2016-07-14,$13K - $207.6K,$155.7K - $2.5M,A-,-5.0,200980,3649999,185,707901385,41,51889200,المربد _ قف للتحشيش,13000.0,207600.0,155700.0,2500000.0,2,3826493.972972973,0
1876,People,,2016-07-13,$12.5K - $200.2K,$150.2K - $2.4M,A-,37.0,67423,2246510,981,1145280693,28,50051400,スカイピース,12500.0,200200.0,150200.0,2400000.0,2,1167462.480122324,0
1877,People,,2018-01-29,$10.9K - $174.2K,$130.6K - $2.1M,A-,39.0,6805,24422,1569,144061810,47,43545000,asia asmaa,10900.0,174200.0,130600.0,2100000.0,0,91817.59719566604,0
1878,People,AU,2014-06-29,$11.7K - $186.5K,$139.9K - $2.2M,A-,82.0,225194,1407065,140,223555380,108,0,The Norris Nuts,11700.0,186500.0,139900.0,2200000.0,4,1596824.142857143,1
1879,People,SE,2006-03-11,$11.8K - $188.6K,$141.5K - $2.3M,A-,87.0,75115,3551258,297,2261078787,36,47154900,Family Playlab,11800.0,188600.0,141500.0,2300000.0,12,7613059.888888889,2
1880,People,,2016-10-13,$12.6K - $202K,$151.5K - $2.4M,A-,5.0,140347,1480571,148,443432546,125,50490600,Bartolito,12600.0,202000.0,151500.0,2400000.0,2,2996165.8513513515,0
1881,People,US,2015-02-12,$8.2K - $131.1K,$98.3K - $1.6M,A-,235.0,152355,1221304,82,223522064,211,32769000,AaronsAnimals,8200.0,131100.0,98300.0,1600000.0,3,2725878.8292682925,0
1882,People,JP,2011-09-29,$11.2K - $179.2K,$134.4K - $2.2M,A-,113.0,44720,1445974,910,1665997267,48,44792100,70cleam,11200.0,179200.0,134400.0,2200000.0,7,1830766.2274725274,1
1883,People,,2017-02-22,$12K - $192.4K,$144.3K - $2.3M,A-,13.0,197773,3064299,104,209822765,3,48098700,Hero Movies 2019,12000.0,192400.0,144300.0,2300000.0,1,2017526.5865384615,0
1884,People,,2011-07-28,$12K - $192.3K,$144.2K - $2.3M,A-,0.0,72232,559748,7199,442692866,14,48065700,Nathalya Mendes,12000.0,192300.0,144200.0,2300000.0,7,61493.66106403667,1
1885,People,ID,2015-03-16,$11.6K - $185.1K,$138.8K - $2.2M,A-,44.0,181312,1017877,111,224373519,55,46265700,fikrifadlu,11600.0,185100.0,138800.0,2200000.0,3,2021383.054054054,0
1886,People,US,2014-11-03,$8K - $128.1K,$96.1K - $1.5M,A-,,0,1073440,65,253770190,42,32021400,K-Mafia Mix,8000.0,128100.0,96100.0,1500000.0,4,3904156.769230769,1
1887,People,IN,2016-07-28,$7.8K - $124.3K,$93.3K - $1.5M,A-,343.0,228258,290562,27,43336259,206,31085700,WWE Edition,7800.0,124300.0,93300.0,1500000.0,2,1605046.6296296297,0
1888,People,BR,2015-05-27,$11.7K - $187.5K,$140.6K - $2.2M,A-,-11.0,211833,2059887,1174,394554347,-6,46871400,FP do Trem Bala,11700.0,187500.0,140600.0,2200000.0,3,336076.9565587734,0
1889,People,BR,2013-07-09,$9.7K - $155.6K,$116.7K - $1.9M,A-,-19.0,348292,7651150,431,549475279,14,38897700,Viih Tube,9700.0,155600.0,116700.0,1900000.0,5,1274884.6380510442,1
1890,People,AE,2015-03-04,$12.2K - $194.9K,$146.1K - $2.3M,A-,62.0,84978,1394072,1022,1196456410,47,48714600,Aj Art Production - عاج للانتاج…,12200.0,194900.0,146100.0,2300000.0,3,1170700.988258317,0
1891,People,KR,2015-03-28,$12.5K - $199.9K,$149.9K - $2.4M,A-,6.0,123822,3076393,3116,1421088255,10,49971000,떵개떵,12500.0,199900.0,149900.0,2400000.0,3,456061.69929396664,0
1892,People,,2016-05-24,$8.6K - $138.3K,$103.8K - $1.7M,A-,126.0,106682,321794,88,96924471,160,34584900,Bikki Sreenivasulu,8600.0,138300.0,103800.0,1700000.0,2,1101414.4431818181,0
1893,People,PE,2013-06-08,$12.2K - $194.6K,$145.9K - $2.3M,A-,-5.0,86903,2431269,35836,1650168152,1,48639300,Latina.pe,12200.0,194600.0,145900.0,2300000.0,5,46047.7774305168,1
1894,People,SG,2015-12-11,$11.6K - $185.8K,$139.3K - $2.2M,A-,27.0,463042,3482769,63,360460689,-21,46442700,Primitive Survival Tool,11600.0,185800.0,139300.0,2200000.0,3,5721598.238095238,0
1895,People,,2015-03-18,$10.3K - $164.7K,$123.6K - $2M,A-,66.0,714,17518,450,209691426,64,41186700,Official Azar,10300.0,164700.0,123600.0,2000000.0,3,465980.94666666666,0
1896,People,MX,2016-11-16,$14.2K - $227.8K,$170.8K - $2.7M,A-,11.0,795374,16371980,78,913996070,69,56937600,Kimberly Loaiza,14200.0,227800.0,170800.0,2700000.0,2,11717898.333333334,0
1897,People,ES,2015-09-10,$14.4K - $231.2K,$173.4K - $2.8M,A-,70.0,269951,2545487,418,722289029,61,57793500,Itarte Vlogs,14400.0,231200.0,173400.0,2800000.0,3,1727964.1842105263,0
1898,People,US,2017-01-27,$15.1K - $241K,$180.7K - $2.9M,A-,-1.0,133283,2158363,589,568504816,7,60246900,HiHo Kids,15100.0,241000.0,180700.0,2900000.0,1,965203.4227504245,0
1899,People,,2015-10-09,$15K - $240.3K,$180.2K - $2.9M,A-,2.0,205807,2679452,1042,979349654,17,60078000,Como dice el dicho,15000.0,240300.0,180200.0,2900000.0,3,939874.9078694817,0
1900,People,,2016-09-26,$12.5K - $200.2K,$150.1K - $2.4M,A-,40.0,58947,933581,234,650280863,23,50040600,TurboToyTime,12500.0,200200.0,150100.0,2400000.0,2,2778978.047008547,0
1901,People,BR,2016-11-15,$11.2K - $179.3K,$134.5K - $2.2M,A-,108.0,183161,746727,18,157332372,145,44817600,Brincando com Yasmin Verissimo,11200.0,179300.0,134500.0,2200000.0,2,8740687.333333334,0
1902,People,TH,2015-11-21,$15.2K - $242.9K,$182.2K - $2.9M,A-,0.0,226485,1930450,514,518286323,8,60719700,Fun Family,15200.0,242900.0,182200.0,2900000.0,3,1008339.1498054474,0
1903,People,US,2015-04-29,$11.5K - $183.8K,$137.9K - $2.2M,A-,68.0,133131,4188726,555,1036461955,42,45950700,Nikol CrazyFamily,11500.0,183800.0,137900.0,2200000.0,3,1867499.018018018,0
1904,People,,2016-11-04,$13.2K - $210.4K,$157.8K - $2.5M,A-,4.0,153014,1905322,24,453735017,11,52608300,BIG OG-ANIC,13200.0,210400.0,157800.0,2500000.0,2,18905625.708333332,0
1905,People,CA,2016-11-25,$15.5K - $247.4K,$185.6K - $3M,A-,104.0,303479,3578519,475,609709354,81,61853100,ImJayStation,15500.0,247400.0,185600.0,3000000.0,2,1283598.64,0
1906,People,,2016-12-12,$12.5K - $199.9K,$149.9K - $2.4M,A-,31.0,201199,2642571,110,253819616,34,49975200,Hindi Dubbed Movies Collection,12500.0,199900.0,149900.0,2400000.0,2,2307451.0545454547,0
1907,People,UA,2017-07-19,$10.1K - $161.5K,$121.1K - $1.9M,A-,202.0,132929,265215,170,85599606,180,40378500,Mark Production,10100.0,161500.0,121100.0,1900000.0,1,503527.09411764704,0
1908,People,UA,2016-02-08,$10.2K - $162.5K,$121.8K - $1.9M,A-,73.0,180942,1673181,486,585203349,1,40615800,My little Nastya,10200.0,162500.0,121800.0,1900000.0,2,1204122.1172839506,0
1909,People,US,2015-06-01,$12.9K - $206.3K,$154.7K - $2.5M,A-,24.0,168408,916826,60,123972074,27,51582900,T-STUDIO,12900.0,206300.0,154700.0,2500000.0,3,2066201.2333333334,0
1910,People,BR,2016-03-01,$11.9K - $189.7K,$142.3K - $2.3M,A-,2.0,150986,2416580,36,598289119,4,47433900,Yasmin Verissimo,11900.0,189700.0,142300.0,2300000.0,2,16619142.194444444,0
1911,People,IN,2017-01-01,$13.6K - $218K,$163.5K - $2.6M,A-,8.0,192711,1263764,18,124219513,-115,54489600,SM TV,13600.0,218000.0,163500.0,2600000.0,2,6901084.055555556,0
